Date,AwayTeam,AwayTeamID,AwayTeamScore,HomeTeam,HomeTeamID,HomeTeamScore,AwayTeam+ID,HomeTeam+ID
1-2-2020,BKN,8,150,DAL,25,167,BKN8,DAL25
1-2-2020,OKC,18,148,SA,24,139,OKC18,SA24
1-2-2020,MEM,21,167,SAC,30,173,MEM21,SAC30
1-2-2020,DET,14,152,LAC,28,171,DET14,LAC28
1-3-2020,ATL,3,144,BOS,9,148,ATL3,BOS9
1-3-2020,MIA,4,115,ORL,5,142,MIA4,ORL5
1-3-2020,POR,19,165,WAS,1,139,POR19,WAS1
1-3-2020,PHI,7,146,HOU,22,160,PHI7,HOU22
1-3-2020,NY,6,152,PHO,29,162,NY6,PHO29
1-3-2020,NO,23,153,LAL,27,167,NO23,LAL27
1-4-2020,MEM,21,190,LAC,28,154,MEM21,LAC28
1-4-2020,TOR,10,164,BKN,8,138,TOR10,BKN8
1-4-2020,UTA,17,148,ORL,5,130,UTA17,ORL5
1-4-2020,IND,13,150,ATL,3,157,IND13,ATL3
1-4-2020,OKC,18,164,CLE,12,144,OKC18,CLE12
1-4-2020,BOS,9,150,CHI,11,141,BOS9,CHI11
1-4-2020,DEN,20,154,WAS,1,173,DEN20,WAS1
1-4-2020,CHA,2,167,DAL,25,162,CHA2,DAL25
1-4-2020,DET,14,150,GS,26,141,DET14,GS26
1-4-2020,SA,24,160,MIL,15,172,SA24,MIL15
1-4-2020,NO,23,158,SAC,30,156,NO23,SAC30
1-5-2020,NY,6,179,LAC,28,183,NY6,LAC28
1-5-2020,POR,19,150,MIA,4,165,POR19,MIA4
1-5-2020,MIN,16,160,CLE,12,139,MIN16,CLE12
1-5-2020,MEM,21,164,PHO,29,154,MEM21,PHO29
1-5-2020,DET,14,134,LAL,27,144,DET14,LAL27
1-6-2020,IND,13,156,CHA,2,141,IND13,CHA2
1-6-2020,BKN,8,121,ORL,5,137,BKN8,ORL5
1-6-2020,OKC,18,153,PHI,7,162,OKC18,PHI7
1-6-2020,BOS,9,127,WAS,1,134,BOS9,WAS1
1-6-2020,DEN,20,167,ATL,3,156,DEN20,ATL3
1-6-2020,UTA,17,173,NO,23,171,UTA17,NO23
1-6-2020,CHI,11,149,DAL,25,160,CHI11,DAL25
1-6-2020,MIL,15,141,SA,24,171,MIL15,SA24
1-6-2020,GS,26,133,SAC,30,150,GS26,SAC30
1-7-2020,DET,14,156,CLE,12,153,DET14,CLE12
1-7-2020,POR,19,137,TOR,10,134,POR19,TOR10
1-7-2020,OKC,18,150,BKN,8,139,OKC18,BKN8
1-7-2020,MIN,16,152,MEM,21,161,MIN16,MEM21
1-7-2020,SAC,30,154,PHO,29,139,SAC30,PHO29
1-7-2020,NY,6,118,LAL,27,158,NY6,LAL27
1-8-2020,SA,24,175,BOS,9,154,SA24,BOS9
1-8-2020,TOR,10,152,CHA,2,149,TOR10,CHA2
1-8-2020,MIA,4,165,IND,13,146,MIA4,IND13
1-8-2020,WAS,1,121,ORL,5,167,WAS1,ORL5
1-8-2020,HOU,22,165,ATL,3,156,HOU22,ATL3
1-8-2020,DEN,20,145,DAL,25,144,DEN20,DAL25
1-8-2020,CHI,11,146,NO,23,167,CHI11,NO23
1-8-2020,NY,6,141,UTA,17,173,NY6,UTA17
1-8-2020,MIL,15,145,GS,26,133,MIL15,GS26
1-9-2020,CLE,12,156,DET,14,152,CLE12,DET14
1-9-2020,BOS,9,133,PHI,7,148,BOS9,PHI7
1-9-2020,POR,19,138,MIN,16,157,POR19,MIN16
1-9-2020,HOU,22,125,OKC,18,153,HOU22,OKC18
1-10-2020,ATL,3,137,WAS,1,150,ATL3,WAS1
1-10-2020,NO,23,167,NY,6,150,NO23,NY6
1-10-2020,MIA,4,153,BKN,8,158,MIA4,BKN8
1-10-2020,IND,13,157,CHI,11,142,IND13,CHI11
1-10-2020,SA,24,164,MEM,21,181,SA24,MEM21
1-10-2020,ORL,5,127,PHO,29,133,ORL5,PHO29
1-10-2020,CHA,2,125,UTA,17,148,CHA2,UTA17
1-10-2020,LAL,27,175,DAL,25,154,LAL27,DAL25
1-10-2020,MIL,15,172,SAC,30,144,MIL15,SAC30
1-10-2020,GS,26,135,LAC,28,148,GS26,LAC28
1-11-2020,MIN,16,148,HOU,22,188,MIN16,HOU22
1-11-2020,NO,23,142,BOS,9,190,NO23,BOS9
1-11-2020,CHI,11,146,DET,14,134,CHI11,DET14
1-11-2020,LAL,27,169,OKC,18,149,LAL27,OKC18
1-11-2020,PHI,7,123,DAL,25,148,PHI7,DAL25
1-11-2020,CLE,12,150,DEN,20,139,CLE12,DEN20
1-11-2020,MIL,15,165,POR,19,137,MIL15,POR19
1-12-2020,MIA,4,164,NY,6,168,MIA4,NY6
1-12-2020,UTA,17,172,WAS,1,157,UTA17,WAS1
1-12-2020,ATL,3,116,BKN,8,146,ATL3,BKN8
1-12-2020,GS,26,138,MEM,21,165,GS26,MEM21
1-12-2020,SA,24,142,TOR,10,141,SA24,TOR10
1-12-2020,LAC,28,141,DEN,20,154,LAC28,DEN20
1-12-2020,CHA,2,125,PHO,29,135,CHA2,PHO29
1-13-2020,NO,23,158,DET,14,149,NO23,DET14
1-13-2020,PHI,7,129,IND,13,137,PHI7,IND13
1-13-2020,CHI,11,137,BOS,9,153,CHI11,BOS9
1-13-2020,OKC,18,158,MIN,16,141,OKC18,MIN16
1-13-2020,CHA,2,152,POR,19,156,CHA2,POR19
1-13-2020,ORL,5,154,SAC,30,152,ORL5,SAC30
1-13-2020,CLE,12,134,LAL,27,173,CLE12,LAL27
1-14-2020,PHO,29,149,ATL,3,167,PHO29,ATL3
1-14-2020,UTA,17,160,BKN,8,145,UTA17,BKN8
1-14-2020,HOU,22,149,MEM,21,164,HOU22,MEM21
1-14-2020,NY,6,138,MIL,15,173,NY6,MIL15
1-14-2020,DAL,25,168,GS,26,131,DAL25,GS26
1-14-2020,CLE,12,139,LAC,28,173,CLE12,LAC28
1-15-2020,DET,14,157,BOS,9,139,DET14,BOS9
1-15-2020,BKN,8,144,PHI,7,158,BKN8,PHI7
1-15-2020,SA,24,135,MIA,4,144,SA24,MIA4
1-15-2020,WAS,1,144,CHI,11,156,WAS1,CHI11
1-15-2020,IND,13,141,MIN,16,134,IND13,MIN16
1-15-2020,TOR,10,176,OKC,18,164,TOR10,OKC18
1-15-2020,CHA,2,116,DEN,20,135,CHA2,DEN20
1-15-2020,POR,19,158,HOU,22,145,POR19,HOU22
1-15-2020,DAL,25,172,SAC,30,167,DAL25,SAC30
1-15-2020,ORL,5,161,LAL,27,160,ORL5,LAL27
1-16-2020,PHO,29,164,NY,6,133,PHO29,NY6
1-16-2020,BOS,9,167,MIL,15,173,BOS9,MIL15
1-16-2020,UTA,17,179,NO,23,187,UTA17,NO23
1-16-2020,DEN,20,181,GS,26,177,DEN20,GS26
1-16-2020,ORL,5,129,LAC,28,165,ORL5,LAC28
1-17-2020,MIN,16,154,IND,13,157,MIN16,IND13
1-17-2020,CHI,11,121,PHI,7,135,CHI11,PHI7
1-17-2020,WAS,1,150,TOR,10,190,WAS1,TOR10
1-17-2020,CLE,12,148,MEM,21,153,CLE12,MEM21
1-17-2020,MIA,4,156,OKC,18,146,MIA4,OKC18
1-17-2020,ATL,3,164,SA,24,162,ATL3,SA24
1-17-2020,POR,19,152,DAL,25,162,POR19,DAL25
1-18-2020,LAC,28,180,NO,23,176,LAC28,NO23
1-18-2020,MIL,15,158,BKN,8,131,MIL15,BKN8
1-18-2020,PHO,29,167,BOS,9,161,PHO29,BOS9
1-18-2020,DET,14,184,ATL,3,139,DET14,ATL3
1-18-2020,PHI,7,122,NY,6,118,PHI7,NY6
1-18-2020,CLE,12,157,CHI,11,160,CLE12,CHI11
1-18-2020,TOR,10,165,MIN,16,152,TOR10,MIN16
1-18-2020,ORL,5,129,GS,26,148,ORL5,GS26
1-18-2020,LAL,27,168,HOU,22,156,LAL27,HOU22
1-18-2020,POR,19,144,OKC,18,161,POR19,OKC18
1-18-2020,SAC,30,137,UTA,17,167,SAC30,UTA17
1-19-2020,MIA,4,138,SA,24,145,MIA4,SA24
1-19-2020,IND,13,156,DEN,20,145,IND13,DEN20
1-20-2020,DET,14,135,WAS,1,144,DET14,WAS1
1-20-2020,TOR,10,165,ATL,3,158,TOR10,ATL3
1-20-2020,PHI,7,158,BKN,8,150,PHI7,BKN8
1-20-2020,ORL,5,144,CHA,2,112,ORL5,CHA2
1-20-2020,NY,6,144,CLE,12,116,NY6,CLE12
1-20-2020,OKC,18,152,HOU,22,145,OKC18,HOU22
1-20-2020,NO,23,171,MEM,21,157,NO23,MEM21
1-20-2020,SAC,30,153,MIA,4,160,SAC30,MIA4
1-20-2020,CHI,11,133,MIL,15,150,CHI11,MIL15
1-20-2020,LAL,27,145,BOS,9,188,LAL27,BOS9
1-20-2020,DEN,20,145,MIN,16,135,DEN20,MIN16
1-20-2020,SA,24,162,PHO,29,160,SA24,PHO29
1-20-2020,IND,13,119,UTA,17,160,IND13,UTA17
1-20-2020,GS,26,168,POR,19,175,GS26,POR19
1-21-2020,LAC,28,149,DAL,25,145,LAC28,DAL25
1-22-2020,SAC,30,144,DET,14,172,SAC30,DET14
1-22-2020,OKC,18,162,ORL,5,154,OKC18,ORL5
1-22-2020,PHI,7,129,TOR,10,145,PHI7,TOR10
1-22-2020,LAC,28,129,ATL,3,138,LAC28,ATL3
1-22-2020,MEM,21,129,BOS,9,161,MEM21,BOS9
1-22-2020,WAS,1,175,MIA,4,181,WAS1,MIA4
1-22-2020,LAL,27,135,NY,6,125,LAL27,NY6
1-22-2020,MIN,16,149,CHI,11,158,MIN16,CHI11
1-22-2020,DEN,20,142,HOU,22,164,DEN20,HOU22
1-22-2020,IND,13,152,PHO,29,118,IND13,PHO29
1-22-2020,SA,24,164,NO,23,158,SA24,NO23
1-22-2020,UTA,17,175,GS,26,130,UTA17,GS26
1-23-2020,WAS,1,168,CLE,12,152,WAS1,CLE12
1-23-2020,LAL,27,173,BKN,8,153,LAL27,BKN8
1-23-2020,DAL,25,180,POR,19,169,DAL25,POR19
1-24-2020,MIL,15,157,CHA,2,139,MIL15,CHA2
1-24-2020,MEM,21,169,DET,14,152,MEM21,DET14
1-24-2020,BOS,9,148,ORL,5,133,BOS9,ORL5
1-24-2020,TOR,10,160,NY,6,152,TOR10,NY6
1-24-2020,SAC,30,133,CHI,11,110,SAC30,CHI11
1-24-2020,LAC,28,165,MIA,4,158,LAC28,MIA4
1-24-2020,HOU,22,177,MIN,16,168,HOU22,MIN16
1-24-2020,DEN,20,153,NO,23,144,DEN20,NO23
1-24-2020,ATL,3,150,OKC,18,190,ATL3,OKC18
1-24-2020,PHO,29,139,SA,24,134,PHO29,SA24
1-24-2020,IND,13,175,GS,26,160,IND13,GS26
1-25-2020,DAL,25,145,UTA,17,152,DAL25,UTA17
1-25-2020,BKN,8,164,DET,14,150,BKN8,DET14
1-25-2020,CHI,11,160,CLE,12,144,CHI11,CLE12
1-25-2020,OKC,18,153,MIN,16,141,OKC18,MIN16
1-25-2020,LAL,27,123,PHI,7,146,LAL27,PHI7
1-26-2020,HOU,22,149,DEN,20,158,HOU22,DEN20
1-26-2020,TOR,10,149,SA,24,144,TOR10,SA24
1-26-2020,WAS,1,180,ATL,3,206,WAS1,ATL3
1-26-2020,PHO,29,148,MEM,21,154,PHO29,MEM21
1-26-2020,BOS,9,146,NO,23,167,BOS9,NO23
1-26-2020,BKN,8,131,NY,6,149,BKN8,NY6
1-26-2020,LAC,28,152,ORL,5,131,LAC28,ORL5
1-26-2020,IND,13,175,POR,19,188,IND13,POR19
1-27-2020,CLE,12,156,DET,14,135,CLE12,DET14
1-27-2020,ORL,5,125,MIA,4,153,ORL5,MIA4
1-27-2020,SA,24,148,CHI,11,149,SA24,CHI11
1-27-2020,SAC,30,180,MIN,16,175,SAC30,MIN16
1-27-2020,DAL,25,145,OKC,18,131,DAL25,OKC18
1-27-2020,HOU,22,171,UTA,17,158,HOU22,UTA17
1-28-2020,NY,6,125,CHA,2,131,NY6,CHA2
1-28-2020,GS,26,141,PHI,7,156,GS26,PHI7
1-28-2020,NO,23,169,CLE,12,150,NO23,CLE12
1-28-2020,ATL,3,154,TOR,10,176,ATL3,TOR10
1-28-2020,DEN,20,130,MEM,21,141,DEN20,MEM21
1-28-2020,BOS,9,148,MIA,4,137,BOS9,MIA4
1-28-2020,WAS,1,177,MIL,15,204,WAS1,MIL15
1-28-2020,PHO,29,180,DAL,25,141,PHO29,DAL25
1-28-2020,LAC,28,0,LAL,27,0,LAC28,LAL27
1-29-2020,CHI,11,144,IND,13,156,CHI11,IND13
1-29-2020,DET,14,156,BKN,8,169,DET14,BKN8
1-29-2020,MEM,21,172,NY,6,144,MEM21,NY6
1-29-2020,UTA,17,162,SA,24,172,UTA17,SA24
1-29-2020,HOU,22,152,POR,19,169,HOU22,POR19
1-29-2020,OKC,18,162,SAC,30,135,OKC18,SAC30
1-30-2020,TOR,10,156,CLE,12,148,TOR10,CLE12
1-30-2020,CHA,2,145,WAS,1,164,CHA2,WAS1
1-30-2020,PHI,7,158,ATL,3,172,PHI7,ATL3
1-30-2020,GS,26,141,BOS,9,161,GS26,BOS9
1-30-2020,UTA,17,135,DEN,20,144,UTA17,DEN20
1-30-2020,SAC,30,168,LAC,28,139,SAC30,LAC28
1-31-2020,TOR,10,142,DET,14,125,TOR10,DET14
1-31-2020,CHI,11,160,BKN,8,180,CHI11,BKN8
1-31-2020,DAL,25,164,HOU,22,173,DAL25,HOU22
1-31-2020,MEM,21,150,NO,23,188,MEM21,NO23
1-31-2020,DEN,20,172,MIL,15,156,DEN20,MIL15
1-31-2020,OKC,18,150,PHO,29,145,OKC18,PHO29
1-31-2020,POR,19,172,LAL,27,161,POR19,LAL27
2-1-2020,MIN,16,144,LAC,28,160,MIN16,LAC28
2-1-2020,NY,6,125,IND,13,115,NY6,IND13
2-1-2020,MIA,4,138,ORL,5,121,MIA4,ORL5
2-1-2020,GS,26,177,CLE,12,152,GS26,CLE12
2-1-2020,BKN,8,145,WAS,1,153,BKN8,WAS1
2-1-2020,PHI,7,129,BOS,9,157,PHI7,BOS9
2-1-2020,ATL,3,135,DAL,25,167,ATL3,DAL25
2-1-2020,CHA,2,122,SA,24,154,CHA2,SA24
2-1-2020,LAL,27,175,SAC,30,153,LAL27,SAC30
2-1-2020,UTA,17,145,POR,19,168,UTA17,POR19
2-2-2020,DEN,20,167,DET,14,173,DEN20,DET14
2-2-2020,NO,23,148,HOU,22,158,NO23,HOU22
2-2-2020,PHO,29,146,MIL,15,175,PHO29,MIL15
2-2-2020,CHI,11,138,TOR,10,175,CHI11,TOR10
2-3-2020,ORL,5,152,CHA,2,135,ORL5,CHA2
2-3-2020,NY,6,188,CLE,12,181,NY6,CLE12
2-3-2020,DAL,25,152,IND,13,139,DAL25,IND13
2-3-2020,GS,26,169,WAS,1,158,GS26,WAS1
2-3-2020,BOS,9,167,ATL,3,156,BOS9,ATL3
2-3-2020,PHO,29,131,BKN,8,161,PHO29,BKN8
2-3-2020,PHI,7,144,MIA,4,185,PHI7,MIA4
2-3-2020,DET,14,111,MEM,21,130,DET14,MEM21
2-3-2020,MIN,16,148,SAC,30,153,MIN16,SAC30
2-3-2020,SA,24,142,LAC,28,146,SA24,LAC28
2-4-2020,MIL,15,162,NO,23,146,MIL15,NO23
2-4-2020,CHA,2,149,HOU,22,169,CHA2,HOU22
2-4-2020,POR,19,134,DEN,20,172,POR19,DEN20
2-4-2020,SA,24,138,LAL,27,175,SA24,LAL27
2-5-2020,PHO,29,146,DET,14,157,PHO29,DET14
2-5-2020,GS,26,119,BKN,8,175,GS26,BKN8
2-5-2020,ORL,5,135,BOS,9,157,ORL5,BOS9
2-5-2020,IND,13,160,TOR,10,161,IND13,TOR10
2-5-2020,ATL,3,172,MIN,16,162,ATL3,MIN16
2-5-2020,CLE,12,139,OKC,18,148,CLE12,OKC18
2-5-2020,MEM,21,164,DAL,25,145,MEM21,DAL25
2-5-2020,DEN,20,133,UTA,17,129,DEN20,UTA17
2-5-2020,MIA,4,150,LAC,28,173,MIA4,LAC28
2-6-2020,ORL,5,139,NY,6,142,ORL5,NY6
2-6-2020,NO,23,169,CHI,11,161,NO23,CHI11
2-6-2020,PHI,7,137,MIL,15,152,PHI7,MIL15
2-6-2020,SA,24,158,POR,19,169,SA24,POR19
2-6-2020,HOU,22,164,LAL,27,150,HOU22,LAL27
2-7-2020,MEM,21,145,PHI,7,161,MEM21,PHI7
2-7-2020,DAL,25,160,WAS,1,161,DAL25,WAS1
2-7-2020,ATL,3,145,BOS,9,152,ATL3,BOS9
2-7-2020,TOR,10,156,IND,13,144,TOR10,IND13
2-7-2020,DET,14,137,OKC,18,146,DET14,OKC18
2-7-2020,HOU,22,123,PHO,29,172,HOU22,PHO29
2-7-2020,MIA,4,131,SAC,30,142,MIA4,SAC30
2-7-2020,POR,19,154,UTA,17,158,POR19,UTA17
2-8-2020,MIL,15,,ORL,5,,MIL15,ORL5
2-8-2020,DAL,25,,CHA,2,,DAL25,CHA2
2-8-2020,NY,6,,DET,14,,NY6,DET14
2-8-2020,NO,23,,IND,13,,NO23,IND13
2-8-2020,BKN,8,,TOR,10,,BKN8,TOR10
2-8-2020,LAC,28,,MIN,16,,LAC28,MIN16
2-8-2020,LAL,27,,GS,26,,LAL27,GS26
2-8-2020,DEN,20,,PHO,29,,DEN20,PHO29
2-8-2020,SA,24,,SAC,30,,SA24,SAC30
2-9-2020,BOS,9,,OKC,18,,BOS9,OKC18
2-9-2020,NY,6,,ATL,3,,NY6,ATL3
2-9-2020,CHI,11,,PHI,7,,CHI11,PHI7
2-9-2020,MEM,21,,WAS,1,,MEM21,WAS1
2-9-2020,UTA,17,,HOU,22,,UTA17,HOU22
2-9-2020,LAC,28,,CLE,12,,LAC28,CLE12
2-9-2020,MIA,4,,POR,19,,MIA4,POR19
2-10-2020,CHA,2,,DET,14,,CHA2,DET14
2-10-2020,BKN,8,,IND,13,,BKN8,IND13
2-10-2020,ATL,3,,ORL,5,,ATL3,ORL5
2-10-2020,MIN,16,,TOR,10,,MIN16,TOR10
2-10-2020,SAC,30,,MIL,15,,SAC30,MIL15
2-10-2020,UTA,17,,DAL,25,,UTA17,DAL25
2-10-2020,SA,24,,DEN,20,,SA24,DEN20
2-10-2020,MIA,4,,GS,26,,MIA4,GS26
2-10-2020,PHO,29,,LAL,27,,PHO29,LAL27
2-11-2020,LAC,28,,PHI,7,,LAC28,PHI7
2-11-2020,CHI,11,,WAS,1,,CHI11,WAS1
2-11-2020,POR,19,,NO,23,,POR19,NO23
2-11-2020,SA,24,,OKC,18,,SA24,OKC18
2-11-2020,BOS,9,,HOU,22,,BOS9,HOU22
2-12-2020,ATL,3,,CLE,12,,ATL3,CLE12
2-12-2020,DET,14,,ORL,5,,DET14,ORL5
2-12-2020,TOR,10,,BKN,8,,TOR10,BKN8
2-12-2020,MIL,15,,IND,13,,MIL15,IND13
2-12-2020,WAS,1,,NY,6,,WAS1,NY6
2-12-2020,POR,19,,MEM,21,,POR19,MEM21
2-12-2020,CHA,2,,MIN,16,,CHA2,MIN16
2-12-2020,SAC,30,,DAL,25,,SAC30,DAL25
2-12-2020,GS,26,,PHO,29,,GS26,PHO29
2-12-2020,MIA,4,,UTA,17,,MIA4,UTA17
2-12-2020,LAL,27,,DEN,20,,LAL27,DEN20
2-13-2020,LAC,28,,BOS,9,,LAC28,BOS9
2-13-2020,OKC,18,,NO,23,,OKC18,NO23
2-20-2020,MIL,15,,DET,14,,MIL15,DET14
2-20-2020,MIA,4,,ATL,3,,MIA4,ATL3
2-20-2020,CHA,2,,CHI,11,,CHA2,CHI11
2-20-2020,BKN,8,,PHI,7,,BKN8,PHI7
2-20-2020,MEM,21,,SAC,30,,MEM21,SAC30
2-20-2020,HOU,22,,GS,26,,HOU22,GS26
2-21-2020,DAL,25,,ORL,5,,DAL25,ORL5
2-21-2020,CLE,12,,WAS,1,,CLE12,WAS1
2-21-2020,IND,13,,NY,6,,IND13,NY6
2-21-2020,PHO,29,,TOR,10,,PHO29,TOR10
2-21-2020,BOS,9,,MIN,16,,BOS9,MIN16
2-21-2020,DEN,20,,OKC,18,,DEN20,OKC18
2-21-2020,SA,24,,UTA,17,,SA24,UTA17
2-21-2020,MEM,21,,LAL,27,,MEM21,LAL27
2-21-2020,NO,23,,POR,19,,NO23,POR19
2-22-2020,SAC,30,,LAC,28,,SAC30,LAC28
2-22-2020,BKN,8,,CHA,2,,BKN8,CHA2
2-22-2020,DAL,25,,ATL,3,,DAL25,ATL3
2-22-2020,PHO,29,,CHI,11,,PHO29,CHI11
2-22-2020,CLE,12,,MIA,4,,CLE12,MIA4
2-22-2020,PHI,7,,MIL,15,,PHI7,MIL15
2-22-2020,HOU,22,,UTA,17,,HOU22,UTA17
2-23-2020,BOS,9,,LAL,27,,BOS9,LAL27
2-23-2020,MIN,16,,DEN,20,,MIN16,DEN20
2-23-2020,IND,13,,TOR,10,,IND13,TOR10
2-23-2020,WAS,1,,CHI,11,,WAS1,CHI11
2-23-2020,SA,24,,OKC,18,,SA24,OKC18
2-23-2020,NO,23,,GS,26,,NO23,GS26
2-23-2020,DET,14,,POR,19,,DET14,POR19
2-24-2020,MIA,4,,CLE,12,,MIA4,CLE12
2-24-2020,ATL,3,,PHI,7,,ATL3,PHI7
2-24-2020,MIL,15,,WAS,1,,MIL15,WAS1
2-24-2020,ORL,5,,BKN,8,,ORL5,BKN8
2-24-2020,NY,6,,HOU,22,,NY6,HOU22
2-24-2020,MIN,16,,DAL,25,,MIN16,DAL25
2-24-2020,PHO,29,,UTA,17,,PHO29,UTA17
2-24-2020,MEM,21,,LAC,28,,MEM21,LAC28
2-25-2020,CHA,2,,IND,13,,CHA2,IND13
2-25-2020,MIL,15,,TOR,10,,MIL15,TOR10
2-25-2020,OKC,18,,CHI,11,,OKC18,CHI11
2-25-2020,DET,14,,DEN,20,,DET14,DEN20
2-25-2020,NO,23,,LAL,27,,NO23,LAL27
2-25-2020,BOS,9,,POR,19,,BOS9,POR19
2-25-2020,SAC,30,,GS,26,,SAC30,GS26
2-26-2020,NY,6,,CHA,2,,NY6,CHA2
2-26-2020,PHI,7,,CLE,12,,PHI7,CLE12
2-26-2020,BKN,8,,WAS,1,,BKN8,WAS1
2-26-2020,ORL,5,,ATL,3,,ORL5,ATL3
2-26-2020,MIN,16,,MIA,4,,MIN16,MIA4
2-26-2020,DAL,25,,SA,24,,DAL25,SA24
2-26-2020,MEM,21,,HOU,22,,MEM21,HOU22
2-26-2020,LAC,28,,PHO,29,,LAC28,PHO29
2-26-2020,BOS,9,,UTA,17,,BOS9,UTA17
2-27-2020,NY,6,,PHI,7,,NY6,PHI7
2-27-2020,POR,19,,IND,13,,POR19,IND13
2-27-2020,SAC,30,,OKC,18,,SAC30,OKC18
2-27-2020,LAL,27,,GS,26,,LAL27,GS26
2-28-2020,MIN,16,,ORL,5,,MIN16,ORL5
2-28-2020,BKN,8,,ATL,3,,BKN8,ATL3
2-28-2020,CHA,2,,TOR,10,,CHA2,TOR10
2-28-2020,SAC,30,,MEM,21,,SAC30,MEM21
2-28-2020,DAL,25,,MIA,4,,DAL25,MIA4
2-28-2020,OKC,18,,MIL,15,,OKC18,MIL15
2-28-2020,CLE,12,,NO,23,,CLE12,NO23
2-28-2020,DET,14,,PHO,29,,DET14,PHO29
2-28-2020,WAS,1,,UTA,17,,WAS1,UTA17
2-28-2020,DEN,20,,LAC,28,,DEN20,LAC28
2-29-2020,CHI,11,,NY,6,,CHI11,NY6
2-29-2020,POR,19,,ATL,3,,POR19,ATL3
2-29-2020,BKN,8,,MIA,4,,BKN8,MIA4
2-29-2020,IND,13,,CLE,12,,IND13,CLE12
2-29-2020,LAL,27,,MEM,21,,LAL27,MEM21
2-29-2020,HOU,22,,BOS,9,,HOU22,BOS9
2-29-2020,ORL,5,,SA,24,,ORL5,SA24
2-29-2020,GS,26,,PHO,29,,GS26,PHO29
3-1-2020,MIL,15,,CHA,2,,MIL15,CHA2
3-1-2020,PHI,7,,LAC,28,,PHI7,LAC28
3-1-2020,DAL,25,,MIN,16,,DAL25,MIN16
3-1-2020,TOR,10,,DEN,20,,TOR10,DEN20
3-1-2020,DET,14,,SAC,30,,DET14,SAC30
3-1-2020,LAL,27,,NO,23,,LAL27,NO23
3-1-2020,WAS,1,,GS,26,,WAS1,GS26
3-2-2020,UTA,17,,CLE,12,,UTA17,CLE12
3-2-2020,HOU,22,,NY,6,,HOU22,NY6
3-2-2020,POR,19,,ORL,5,,POR19,ORL5
3-2-2020,MEM,21,,ATL,3,,MEM21,ATL3
3-2-2020,MIL,15,,MIA,4,,MIL15,MIA4
3-2-2020,DAL,25,,CHI,11,,DAL25,CHI11
3-2-2020,IND,13,,SA,24,,IND13,SA24
3-3-2020,SA,24,,CHA,2,,SA24,CHA2
3-3-2020,BKN,8,,BOS,9,,BKN8,BOS9
3-3-2020,MIN,16,,NO,23,,MIN16,NO23
3-3-2020,LAC,28,,OKC,18,,LAC28,OKC18
3-3-2020,GS,26,,DEN,20,,GS26,DEN20
3-3-2020,TOR,10,,PHO,29,,TOR10,PHO29
3-3-2020,PHI,7,,LAL,27,,PHI7,LAL27
3-3-2020,WAS,1,,SAC,30,,WAS1,SAC30
3-4-2020,BOS,9,,CLE,12,,BOS9,CLE12
3-4-2020,OKC,18,,DET,14,,OKC18,DET14
3-4-2020,IND,13,,MIL,15,,IND13,MIL15
3-4-2020,MEM,21,,BKN,8,,MEM21,BKN8
3-4-2020,ORL,5,,MIA,4,,ORL5,MIA4
3-4-2020,UTA,17,,NY,6,,UTA17,NY6
3-4-2020,CHI,11,,MIN,16,,CHI11,MIN16
3-4-2020,NO,23,,DAL,25,,NO23,DAL25
3-4-2020,WAS,1,,POR,19,,WAS1,POR19
3-5-2020,DEN,20,,CHA,2,,DEN20,CHA2
3-5-2020,LAC,28,,HOU,22,,LAC28,HOU22
3-5-2020,PHI,7,,SAC,30,,PHI7,SAC30
3-5-2020,TOR,10,,GS,26,,TOR10,GS26
3-6-2020,ATL,3,,WAS,1,,ATL3,WAS1
3-6-2020,SA,24,,BKN,8,,SA24,BKN8
3-6-2020,OKC,18,,NY,6,,OKC18,NY6
3-6-2020,UTA,17,,BOS,9,,UTA17,BOS9
3-6-2020,IND,13,,CHI,11,,IND13,CHI11
3-6-2020,ORL,5,,MIN,16,,ORL5,MIN16
3-6-2020,MIA,4,,NO,23,,MIA4,NO23
3-6-2020,MEM,21,,DAL,25,,MEM21,DAL25
3-6-2020,POR,19,,PHO,29,,POR19,PHO29
3-6-2020,MIL,15,,LAL,27,,MIL15,LAL27
3-7-2020,HOU,22,,CHA,2,,HOU22,CHA2
3-7-2020,UTA,17,,DET,14,,UTA17,DET14
3-7-2020,DEN,20,,CLE,12,,DEN20,CLE12
3-7-2020,ATL,3,,MEM,21,,ATL3,MEM21
3-7-2020,PHI,7,,GS,26,,PHI7,GS26
3-7-2020,SAC,30,,POR,19,,SAC30,POR19
3-8-2020,CHI,11,,BKN,8,,CHI11,BKN8
3-8-2020,LAL,27,,LAC,28,,LAL27,LAC28
3-8-2020,NO,23,,MIN,16,,NO23,MIN16
3-8-2020,OKC,18,,BOS,9,,OKC18,BOS9
3-8-2020,MIL,15,,PHO,29,,MIL15,PHO29
3-8-2020,IND,13,,DAL,25,,IND13,DAL25
3-8-2020,ORL,5,,HOU,22,,ORL5,HOU22
3-8-2020,MIA,4,,WAS,1,,MIA4,WAS1
3-8-2020,SA,24,,CLE,12,,SA24,CLE12
3-8-2020,DET,14,,NY,6,,DET14,NY6
3-8-2020,TOR,10,,SAC,30,,TOR10,SAC30
3-9-2020,CHA,2,,ATL,3,,CHA2,ATL3
