Day,Team + ID,Team,TeamID,Assists,BlockedShots,DefensiveRebounds,DoubleDoubles,EffectiveFieldGoalsPercentage,FieldGoalsAttempted,FieldGoalsPercentage,FreeThrowsPercentage,OffensiveRebounds,PersonalFouls,PlusMinus,Points,Possessions,Rebounds,Steals,ThreePointersPercentage,TripleDoubles,TrueShootingPercentage,Turnovers,TwoPointersPerctenage
11/18/2019,DAL25,DAL,25,48.5,9,55.4,6,103.1,145.5,86.6,120.5,15.6,32.9,60.6,202.6,163,71,12,71.9,3,107.7,22.5,100.6
11/18/2019,POR19,POR,19,48.5,15,55.4,3,83,166.3,72.2,128,20.8,36.4,-207.8,187.1,186.5,76.2,12.1,53,0,88.2,29.4,83.7
11/18/2019,BOS9,BOS,9,38.1,15,71,3,83.7,154.1,72.1,132.5,19.1,36.4,121.2,171.5,170.8,90.1,20.8,50.7,0,88.9,29.4,90.2
11/18/2019,MIN16,MIN,16,38.1,17.3,79.7,6,93.4,154.1,79.8,145.8,15,43.3,86.6,194,184.4,88.3,10.4,63.7,0,99.4,26,91.6
11/18/2019,NY6,NY,6,29.4,17.3,48.5,0,84.9,169.7,77.8,133.5,32.9,41.6,155.9,213,166.9,81.4,13.9,60.3,0,93.9,12.1,83.1
11/18/2019,MIL15,MIL,15,41.6,15.6,69.3,6,97.2,142,80.2,118.8,13.9,27.7,121.2,199.2,176.7,83.1,20.8,63.4,0,102.2,26,97.2
11/18/2019,IND13,IND,13,45,13.9,83.1,6,87.5,174.9,75.5,132.5,26,38.1,251.1,199.2,171.5,109.1,15,73.4,0,91.8,17.3,76.4
11/18/2019,HOU22,HOU,22,41.6,17.3,71,6,97,173.2,81.4,139.9,29.4,36.4,207.8,228.6,186.5,100.5,15.6,65.5,3,102.5,27.7,94.4
11/18/2019,TOR10,TOR,10,69.3,6,64.1,3,107.2,168,89.2,138.6,27.7,43.3,311.8,228.6,166.2,91.8,22.5,80.5,0,110.5,17.3,96.3
11/19/2019,MEM21,MEM,21,26.1,4,30.1,1,45.6,88.3,41,73.9,7,23.1,-95.3,95.3,99.6,37.1,6,36.1,0,49.3,12,43
11/19/2019,POR19,POR,19,20.1,4,37.1,2,52.4,92.3,43.6,61.7,11,23.1,-55.2,104.3,100.4,48.1,5,55.4,0,53.5,17.1,38.2
11/19/2019,OKC18,OKC,18,22.1,2,31.1,0,52.7,80.2,47.6,88.3,8,22.1,-25.1,107.3,96.9,39.1,10,32.2,0,59,15,56
11/19/2019,PHO29,PHO,29,24.1,4,25.1,0,49.5,89.3,42.8,82.6,14,20.1,-20.1,116.3,97.5,39.1,11,33.4,0,56,10,49.2
11/19/2019,SAC30,SAC,30,28.1,7,35.1,1,61,79.2,53.4,92.3,8,26.1,20.1,120.4,97.5,43.1,7,42,0,66.9,18.1,60.6
11/19/2019,LAL27,LAL,27,29.1,8,32.1,1,56.4,89.3,48.4,63.4,14,20.1,25.1,112.3,96.9,46.1,9.1,45.3,1,57.6,16,50.2
11/19/2019,NO23,NO,23,24.1,5,37.1,1,51.8,93.3,44.2,83.5,16,15,55.2,115.3,100.4,53.2,10,36.2,0,55.8,13,49.2
11/19/2019,GS26,GS,26,33.1,10,40.1,1,53.5,90.3,47.9,86.7,11,24.1,95.3,114.3,99.6,51.2,5,31.1,0,57.5,14,55.9
11/20/2019,CHA2,CHA,2,4.1,0.7,16.3,0,21.9,39.9,18.2,37.9,1.9,11.3,-24.6,44.9,48.4,20.2,1.9,16.4,0,24.3,3.9,19.5
11/20/2019,GS26,GS,26,4.4,1.2,12.3,0,21.3,44.4,19.2,31.6,2.2,3.9,-118.3,46.3,49,16.8,1.7,14.6,0,22.9,2.2,21.1
11/20/2019,HOU22,HOU,22,4.6,0.5,16.8,0.2,24.6,37.5,20.8,37.5,2.2,10.8,-24.6,46.8,47.7,21.2,2.2,15.6,0,26.9,4.9,25.9
11/20/2019,CLE12,CLE,12,4.6,0.5,11.8,0.2,24.4,42.9,21,43.1,2.4,11.3,-59.2,49.3,49.3,16.8,3.2,15.6,0,26.2,4.6,25.1
11/20/2019,DET14,DET,14,11.3,1.9,16.8,0.2,19,40.9,16.6,38.5,2.9,4.9,-49.3,43.9,49.3,22.7,1.5,11.9,0,22.6,3.9,19.7
11/20/2019,MIN16,MIN,16,3.2,2.2,19.2,0.2,23.3,43.9,19.4,25.8,2.9,4.9,-19.7,46.8,47,25.1,1.2,15.3,0,23.9,3.2,23.5
11/20/2019,NY6,NY,6,4.1,1.5,17.3,0.2,27,41.4,23.5,36.1,1.7,12.3,-12.3,51.3,47.7,20.7,1.9,25.6,0,28.3,3.4,22.6
11/20/2019,BKN8,BKN,8,4.6,0.2,19.7,0.2,22.5,44.4,19.7,40.7,3.2,10.4,24.6,49.8,48.4,26.1,2.7,12.6,0,24.9,3.6,25.1
11/20/2019,ORL5,ORL,5,12.8,1.9,13.3,0.2,21.7,44.9,19,31.7,3.9,3.9,-39.4,47.8,46.3,21.2,2.2,13.9,0,23.1,2.7,21.7
11/20/2019,UTA17,UTA,17,10.8,1.5,18.7,0.2,24.1,42.4,20.1,34.7,3.2,10.4,19.7,50.8,47,25.1,1.7,20.9,0,25.9,2.7,19.5
11/20/2019,BOS9,BOS,9,12.8,0.5,17.3,0,22.3,51.3,19.4,35.2,4.4,10.8,-7.4,51.3,52.1,26.1,2.7,13.2,0,23.3,4.1,24.3
11/20/2019,PHI7,PHI,7,14.8,1.2,16.8,0.5,25.5,43.9,21.6,34.1,2.4,3.4,12.3,53.7,47.7,21.7,1.2,20,0,26.7,2.4,22.5
11/20/2019,MIA4,MIA,4,12.3,1.2,15.8,0,31.6,38.5,25.9,36.6,2.9,4.9,59.2,61.1,49.3,21.7,1.9,25.3,0,33.4,11.3,26.5
11/20/2019,TOR10,TOR,10,12.8,1.2,18.2,0.5,28.3,42.9,25.5,36.3,2.4,10.4,39.4,55.7,46.3,23.2,1.2,16.4,0,29.2,2.7,29.6
11/20/2019,ATL3,ATL,3,13.3,0.5,16.8,0.2,26.2,47.3,22.6,39.7,2.2,12.8,-19.7,62.6,54.7,21.2,1.9,22.3,0,28.6,3.2,22.8
11/20/2019,DEN20,DEN,20,14.3,1,16.3,0.2,25.2,46.3,23.1,26.3,3.6,10.4,24.6,51.8,47.7,23.7,3.2,16.4,0,25.7,3.4,25.7
11/20/2019,LAC28,LAC,28,12.8,2.2,19.2,0.2,25.4,45.8,20.7,37,3.4,4.4,3.6,52.8,52.1,26.1,2.9,18.6,0,26.4,11.3,22.6
11/20/2019,CHI11,CHI,11,12.3,1.7,21.2,0.5,24.9,44.9,21.1,32.2,2.9,11.8,49.3,53.7,49.3,27.1,2.2,25.6,0,26.2,3.4,19.3
11/20/2019,WAS1,WAS,1,18.2,0.7,15.8,0,33.8,45.4,28.9,39.4,1.5,4.9,14.8,68,52.2,18.7,1,29.6,0,34.6,4.1,28.6
11/20/2019,MIL15,MIL,15,12.3,1.9,18.7,0.2,30.6,42.9,26.1,37.7,1.9,12.3,19.7,66.6,54.7,22.7,1.5,19.5,0,32.6,4.6,32.5
11/20/2019,SA24,SA,24,15.8,1.9,14.3,0.2,29.1,45.8,26,37.4,2.9,3.2,-14.8,65.1,52.2,20.2,1.9,18.5,0,30.7,2.9,29.9
11/20/2019,DAL25,DAL,25,16.3,1.7,20.7,0.5,34,44.4,28,38.6,1.9,10.4,118.3,70,49,24.6,1.7,28.5,0.2,35,2.7,27.5
11/21/2019,PHO29,PHO,29,35.4,4.8,36.7,0,67.6,108.7,58.8,110.6,11.4,24,-19,152.9,131,48,12.6,53,0,76.5,17.7,62.1
11/21/2019,NO23,NO,23,35.4,9.6,45.5,0,79,111.2,67.5,80.4,10.1,31.6,19,156.7,131,55.6,10.1,57.8,0,80.4,21.5,73.9
11/21/2019,POR19,POR,19,40.4,13.9,40.4,3.2,71.2,130.2,61.3,108.3,11.4,34.1,-50.6,163.1,134.6,51.8,9.6,55.1,0,74.8,10.1,65.2
11/21/2019,MIL15,MIL,15,40.4,4.8,50.6,1.6,69.1,134,59.7,102.1,22.8,25.3,50.6,173.2,134.6,73.3,11.2,47,1.6,73.7,15.2,68.3
11/22/2019,CLE12,CLE,12,15.4,1.3,17.4,0,33.5,57.6,28.8,59.1,3.6,10,-140.7,67.7,63.6,22.8,1.3,27.7,0,36.2,4.5,29.4
11/22/2019,SAC30,SAC,30,17.4,0.9,17.4,0,32,57.6,30.4,52.9,3.1,16.8,-63.6,65,66.4,22.1,3.6,10.3,0,34.4,10.7,39.1
11/22/2019,SA24,SA,24,14.1,1.3,19.4,0,36.2,57,33.9,50.2,1.3,10,-36.8,69.7,65.8,21.4,2.7,22.3,0,37.9,4.9,37
11/22/2019,ATL3,ATL,3,17.4,0.9,16.1,0,32.8,59,28.9,67,4.5,12.1,-83.8,69,65.9,22.8,5.4,18.1,0,36.1,12.7,36.8
11/22/2019,BOS9,BOS,9,14.1,2.7,23.4,0.4,29.7,54.3,27.3,55.3,2.2,12.7,-13.4,61.6,64.6,26.8,5.4,17.4,0,33.8,4.9,32.2
11/22/2019,DEN20,DEN,20,16.1,2.2,24.8,0.9,32,59,29.7,56.7,4.9,11.4,13.4,64.3,64.6,32.2,3.1,16.8,0.4,34.4,11.4,35.7
11/22/2019,CHI11,CHI,11,15.4,1.3,18.1,0,34.2,60.3,30.6,53.6,6.3,16.1,-26.8,72.4,65.2,27.5,4.9,22.3,0,36.5,5.8,34.6
11/22/2019,BKN8,BKN,8,14.7,1.3,23.4,0,38.9,54.3,33.9,47.6,5.8,12.1,63.6,77.7,66.4,32.2,4,23.7,0,41.1,12.1,41.3
11/22/2019,HOU22,HOU,22,14.7,0.9,21.4,0.9,36.7,56.3,31.1,45.8,4.9,18.1,-10,79.7,69.7,28.8,4.9,23.4,0,39.7,10,39.2
11/22/2019,GS26,GS,26,18.8,1.3,20.8,0,34.9,63,30.6,61.4,2.7,12.1,-12.1,73,66.6,24.8,4.9,28.7,0,36.7,3.6,31.5
11/22/2019,UTA17,UTA,17,15.4,4.5,26.8,0,39.4,57,33.9,54.4,3.6,6.3,13.4,75.7,66.6,32.2,1.8,29.3,0,41.1,11.4,36.6
11/22/2019,CHA2,CHA,2,16.1,2.2,24.8,0,39.6,62.3,34.6,67,3.1,12.1,-23.4,79.1,69.6,29.5,4,27.6,0,40.9,10.7,38.6
11/22/2019,OKC18,OKC,18,18.8,1.3,20.8,0,38.9,62.3,35.3,60.3,2.7,15.4,-10,85.1,69.5,24.8,3.6,23.8,0,41.7,4.9,41.1
11/22/2019,MIA4,MIA,4,22.1,1.3,23.4,0.4,39,52.9,33.1,57.4,4,11.4,26.8,77.7,65.2,29.5,4.5,24.7,0,42.5,12.7,40.9
11/22/2019,LAC28,LAC,28,18.1,1.8,24.8,0,40.1,58.3,34.6,53.1,4.5,21.4,10,81.7,69.7,31.5,4,26.4,0,41.9,12.7,39.7
11/22/2019,PHI7,PHI,7,21.4,1.8,25.5,0.9,38.4,59.6,34.6,45.8,5.8,14.1,36.8,77,65.8,34.2,3.6,25.8,0.4,39.5,10,38.3
11/22/2019,WAS1,WAS,1,22.8,1.3,23.4,0.9,40.5,61,35.3,50.2,2.7,5.8,23.4,83.8,69.6,27.5,4.5,27.6,0,41.9,4.9,39.9
11/22/2019,LAL27,LAL,27,21.4,2.7,22.8,0.9,41.1,59,34.2,53.1,4.9,13.4,10,87.1,69.5,30.2,3.1,36.7,0,43.1,10,32.9
11/22/2019,DET14,DET,14,20.1,4.5,20.1,0.4,47.4,54.9,40.1,43.6,5.4,11.4,83.8,85.8,65.9,28.1,5.8,33.5,0,47.1,12.1,44.7
11/22/2019,DAL25,DAL,25,20.8,3.1,26.1,0.4,45.6,67,38.9,52.1,4.5,12.1,140.7,95.8,63.6,32.8,3.6,36.2,0,46.1,2.2,40.4
11/23/2019,MIA4,MIA,4,17.3,8.3,41.8,0,63.4,108.1,57.6,106.8,13,23.1,-194.5,123.9,135.1,54.8,12.5,36,0,71.2,24.5,67.9
11/23/2019,DET14,DET,14,31.7,6.2,49,2.1,66.6,131.1,58.6,86.5,12.5,25.9,-100.9,129.7,147.7,57.6,10.1,41.2,0,67.9,21.6,69.5
11/23/2019,POR19,POR,19,30.3,12.5,46.1,0,76.2,125.4,64.6,108.1,12.5,28.8,-43.2,149.9,143,54.8,12.5,50.4,0,79.7,14.4,76.7
11/23/2019,ORL5,ORL,5,34.6,10.4,37.5,0,78.2,132.6,67.3,112.1,10.1,23.1,-36,152.7,141.3,47.6,15.9,60.4,0,79.5,18.7,70.9
11/23/2019,SA24,SA,24,37.5,6.2,54.8,2.1,88.3,108.1,76.8,97.8,13,24.5,50.4,160,142,67.7,10.1,75.2,0,91.4,31.7,77.5
11/23/2019,IND13,IND,13,37.5,12.5,50.4,0,87.6,113.8,78.4,135.2,10.1,20.2,36,160,141.3,60.5,12.5,60.1,0,92.9,27.4,86.5
11/23/2019,TOR10,TOR,10,31.7,10.4,43.2,0,75.4,126.8,65.6,124.9,17.3,23.1,21.6,171.5,144.1,60.5,10.4,50.6,0,84.9,21.6,76.2
11/23/2019,LAL27,LAL,27,27.4,10.1,41.8,0,75.5,121,65.1,99.4,15.9,20.2,10.4,157.1,143.1,57.6,17.3,48,0,81,23.1,80.1
11/23/2019,CLE12,CLE,12,27.4,4.2,62,4.2,69.6,125.4,61.2,117,13,20.2,43.2,158.5,143,74.9,13,46.5,0,78.5,18.7,69.5
11/23/2019,CHA2,CHA,2,37.5,10.1,47.6,4.2,90.1,115.3,79.3,98.3,14.4,24.5,-7.2,165.7,139.9,62,10.4,61.8,0,92.5,27.4,88.6
11/23/2019,NY6,NY,6,43.2,6.2,38.9,0,74.4,134,62,86.5,14.4,31.7,-50.4,149.9,142,53.3,17.3,54,0,75.4,15.9,68
11/23/2019,NO23,NO,23,30.3,12.5,41.8,0,71.3,145.5,59.9,136.9,13,34.6,-57.6,172.9,152.5,54.8,10.1,59.8,0,78.5,14.4,60.1
11/23/2019,MIL15,MIL,15,36,11.5,57.6,2.1,82.3,121,70.3,72,13,20.2,100.9,149.9,147.7,70.6,14.4,50.6,0,81.4,30.3,85.9
11/23/2019,MIN16,MIN,16,37.5,14.4,69.2,2.1,69.7,131.1,60.2,84.7,13,33.1,-14.4,141.2,145.6,82.1,4.2,41.2,0,71.6,20.2,76.5
11/23/2019,PHO29,PHO,29,31.7,6.2,63.4,4.2,57.1,138.3,49.6,133,17.3,24.5,14.4,144.1,145.6,80.7,13,41.2,0,67,10.1,54.3
11/23/2019,MEM21,MEM,21,40.3,6.2,50.4,0,81,128.2,69.6,88.6,17.3,27.4,-7.2,155.6,143.1,67.7,17.3,67.3,0,82.3,27.4,70.9
11/23/2019,PHI7,PHI,7,40.3,4.2,51.9,2.1,85,119.6,72.9,127.1,11.5,38.9,194.5,162.8,135.1,63.4,15.9,69.6,0,89.9,20.2,74.8
11/23/2019,CHI11,CHI,11,38.9,6.2,37.5,2.1,81.8,136.9,65.3,96.1,18.7,28.8,10.4,167.2,139.9,56.2,17.3,67.4,0,83.1,18.7,63.1
11/23/2019,UTA17,UTA,17,41.8,8.3,60.5,0,87.9,118.2,73.8,126.7,10.1,30.3,57.6,184.4,152.5,70.6,4.2,60.1,0,95.5,24.5,84.6
11/23/2019,ATL3,ATL,3,46.1,10.1,43.2,2.1,86.5,129.7,75.2,104.8,11.5,38.9,-21.6,167.2,144.1,54.8,13,59.4,2.1,88,21.6,84.9
11/24/2019,BKN8,BKN,8,27.4,2.3,42.6,4.6,75.1,117,61.3,120.7,10.6,24.3,15.2,156.6,140.1,53.2,13.9,55.9,0,85.1,16.7,66.3
11/24/2019,PHO29,PHO,29,38,4.6,44.1,2.3,87.1,124.6,76,126.6,10.6,27.4,-91.2,158.1,137.5,54.7,9.2,52.1,0,90.3,18.2,93.8
11/24/2019,NY6,NY,6,33.4,9.2,51.7,0,87.4,121.6,70.2,85.4,13.7,44.1,-15.2,153.5,140.1,65.4,13.9,78.1,0,88.2,24.3,64.1
11/24/2019,WAS1,WAS,1,44.1,4.6,50.2,2.3,79.3,139.8,69.5,114,18.2,35,-53.2,161.1,149.6,68.4,11.6,58.1,0,82.7,24.3,76
11/24/2019,NO23,NO,23,39.5,13.9,50.2,0,77.5,149,66.7,84.5,18.2,39.5,-190,165.7,151.7,68.4,2.3,48.2,0,78.1,13.7,80
11/24/2019,SAC30,SAC,30,33.4,11.6,50.2,2.3,82.5,123.1,73.1,130.3,13.9,25.8,53.2,171.8,149.6,59.3,13.7,54,0,91.8,19.8,85.1
11/24/2019,DEN20,DEN,20,36.5,4.6,50.2,0,83.4,138.3,71.9,105.8,28.9,24.3,91.2,176.3,137.5,79,9.2,68.7,0,87.2,15.2,73.4
11/24/2019,HOU22,HOU,22,39.5,4.6,59.3,4.6,77.5,149,69.8,112.8,22.8,39.5,-106.4,187,165.7,82.1,11.6,34.5,0,83.9,16.7,98.5
11/24/2019,DAL25,DAL,25,42.6,11.6,51.7,6.9,86.5,155,73,119.5,18.2,33.4,106.4,208.2,165.7,69.9,13.7,58.7,0,90.9,18.2,83.9
11/24/2019,LAC28,LAC,28,41,11.6,60.8,2.3,83.8,149,71.3,119.8,24.3,31.9,190,203.7,151.7,85.1,9.2,56.5,0,90.6,13.9,82.8
11/25/2019,ORL5,ORL,5,11.9,4.4,26.1,0,33.9,66.4,30.1,57.5,5,16.6,-59.3,69.6,72.9,32.4,5,25.3,0,37.3,5.6,32.2
11/25/2019,CHI11,CHI,11,19,2.5,22.9,0,36.8,68,33.1,51.4,5,15.8,-91,74.4,79.5,29.3,5,18.3,0,39.2,13.4,45.4
11/25/2019,CHA2,CHA,2,19.8,0,19.8,0,36.4,68.8,32.7,60.1,6.3,19,-67.2,79.1,77.5,27.7,6.9,21.6,0,40.3,10.3,39.6
11/25/2019,SA24,SA,24,18.2,3.1,25.3,0,41.4,69.6,36.9,63.3,5.6,17.4,-39.6,82.3,74.8,32.4,2.5,31.6,0,43.5,10.3,38.9
11/25/2019,SAC30,SAC,30,22.1,5,22.1,0,46,62.5,37,52.8,5,14.2,-4,80.7,71.1,28.5,1.9,30.3,0,47.1,11.1,47
11/25/2019,BOS9,BOS,9,15.8,2.5,21.4,0,39.1,67.2,35.4,68.8,6.9,12.7,3.1,81.5,71.1,30.1,6.3,18.4,0,42.9,6.9,44.6
11/25/2019,PHI7,PHI,7,19.8,1.9,29.3,1.3,39.6,69.6,32.4,44.5,11.1,15.8,-19.8,75.9,74.2,40.3,4.4,29.7,0,39.9,12.7,34.6
11/25/2019,TOR10,TOR,10,21.4,3.1,25.3,0.6,41.4,66.4,35.8,50.3,5,14.2,19.8,79.9,74.2,31.6,3.1,25.6,0,42.7,6.3,42.7
11/25/2019,CLE12,CLE,12,19,2.5,26.1,0.6,38.7,74.4,33.7,51.4,7.5,11.1,-7.9,83.8,75.4,35.6,3.1,32.1,0,40.7,6.3,34.4
11/25/2019,DET14,DET,14,18.2,3.1,31.6,0,41.1,62.5,34,66.4,5.6,15.8,59.3,81.5,72.9,38.8,3.8,29.1,0,45.2,10.3,38.6
11/25/2019,ATL3,ATL,3,20.6,2.5,26.1,0,38.7,74.4,34.5,63.9,5.6,19.8,-47.5,89.4,83.5,33.2,3.8,24.7,0,42.4,13.4,39.6
11/25/2019,GS26,GS,26,21.4,4.4,25.3,0.6,37.3,70.4,32.9,69.2,5.6,13.4,-11.9,76.7,75,32.4,6.3,35.6,0,39.9,7.5,32.1
11/25/2019,OKC18,OKC,18,20.6,10.3,26.9,0.6,42.8,67.2,37.3,64.7,5.6,12.7,11.9,79.1,75,34,3.1,27.2,0,44,11.9,43.3
11/25/2019,UTA17,UTA,17,22.9,3.8,28.5,0,50.2,67.2,40,72.5,2.5,18.2,-15.8,93.3,79.8,31.6,2.5,36.9,0,51.6,12.7,43.5
11/25/2019,MEM21,MEM,21,23.7,3.1,25.3,1.3,42.9,75.9,37.9,54.7,5,12.7,-47.5,90.2,78.9,31.6,3.8,35.4,0,44.5,5,39
11/25/2019,LAL27,LAL,27,22.1,3.8,23.7,1.3,45.3,70.4,39.1,52.8,6.3,14.2,39.6,90.2,74.8,31.6,4.4,33.5,0,46.5,5.6,42.4
11/25/2019,MIA4,MIA,4,22.9,1.9,32.4,1.3,47.2,60.9,41.1,67.8,5,18.2,67.2,92.5,77.5,38.8,5.6,33.1,0,51.7,14.2,46.4
11/25/2019,MIL15,MIL,15,16.6,3.8,26.9,0.6,40.7,76.7,35,62.7,11.9,11.9,15.8,96.5,79.8,38.8,3.8,25.1,0,43.9,5.6,42.4
11/25/2019,POR19,POR,19,18.2,3.1,33.2,1.3,44.5,70.4,40.9,61.1,10.3,15.8,91,92.5,79.5,43.5,5,23.4,0,47,11.9,48.5
11/25/2019,BKN8,BKN,8,22.9,6.3,28.5,0.6,42.1,74.4,37,64.7,7.5,16.6,6.3,85.4,75.4,38,5,25.6,0,43.1,5.6,43.5
11/25/2019,IND13,IND,13,22.9,3.8,29.3,0.6,50.5,74.4,43,47.5,6.3,6.9,47.5,99.7,78.9,37.2,3.8,43.1,0,50.6,10.3,42.8
11/25/2019,MIN16,MIN,16,21.4,3.8,26.1,0.6,42.2,71.2,36.1,61.5,11.1,19.8,47.5,98.9,83.5,37.2,6.3,33.9,0,46.7,10.3,37.4
11/26/2019,DAL25,DAL,25,27.2,5.8,62.8,2.9,77.4,134.1,64.5,135.8,15.3,35.6,-127.3,168,175.9,78.1,20.4,49,0,88.9,33.9,78.6
11/26/2019,WAS1,WAS,1,44.1,8.6,52.6,0,80.4,161.2,71.4,113.2,14.4,37.3,-110.3,176.5,184.8,61.1,15.3,42.4,0,84.8,20.4,92.5
11/26/2019,LAC28,LAC,28,37.3,8.6,66.2,0,80.4,164.6,71.8,118.8,28.8,45.8,127.3,193.5,175.9,95,20.4,56.5,0,87.9,23.8,79.6
11/26/2019,DEN20,DEN,20,52.6,10.2,81.5,0,94.4,152.7,88.6,125.4,17,33.9,110.3,198.5,184.8,98.4,13.6,42.4,0,99.3,33.9,105.4
11/27/2019,CLE12,CLE,12,19.4,0,35.8,1.9,50.2,78.4,44.2,83.6,11.6,14.5,-58.1,100.7,98.9,47.4,4.7,31.4,0,55.7,24.2,53.5
11/27/2019,UTA17,UTA,17,18.4,1.9,29,0.9,47.8,80.3,42,77.4,9.4,20.3,-92,98.7,95.8,38.7,6.6,30.2,0,52.6,15.5,49.4
11/27/2019,NY6,NY,6,18.4,3.7,29,0,42.9,85.2,36.3,80.6,14.5,16.5,-135.5,94.9,93,43.6,5.6,28.4,0,48.1,17.4,43.3
11/27/2019,SAC30,SAC,30,21.3,2.8,32.9,0,44.8,92,39.8,43,7.5,18.4,-29,88.1,94.9,40.7,8.4,25.7,0,44.5,10.6,47.6
11/27/2019,CHI11,CHI,11,19.4,3.7,27.1,0,42.4,86.2,37,64.6,13.6,19.4,-67.8,87.1,94.2,40.7,13.6,33.4,0,44.9,16.5,38.7
11/27/2019,DET14,DET,14,22.3,1.9,35.8,0.9,50.6,85.2,45.1,58.1,8.4,17.4,-4.8,97.8,86.4,44.5,1.9,30.2,0,51.7,7.5,53.6
11/27/2019,NO23,NO,23,19.4,3.7,28.1,1.9,48.4,81.3,39.2,80.6,12.6,22.3,-19.4,106.5,96.9,40.7,6.6,41.1,0,54.9,18.4,37.4
11/27/2019,MIA4,MIA,4,21.3,2.8,31.9,0.9,53.2,77.4,44.7,71.7,7.5,23.2,-43.6,104.5,96.9,39.7,7.5,36.6,0,56.8,17.4,51.8
11/27/2019,ATL3,ATL,3,21.3,4.7,33.9,0.9,45.3,91,39.1,66,13.6,24.2,-43.6,98.7,99.3,47.4,3.7,31.4,0,47.7,16.5,43.6
11/27/2019,OKC18,OKC,18,18.4,1.9,29,0,48.4,85.2,42.9,76.4,7.5,20.3,-82.3,115.2,97.6,36.8,3.7,30.4,0,55.1,5.6,51.1
11/27/2019,PHI7,PHI,7,19.4,9.4,40.7,1.9,47.8,74.5,45.3,80.6,6.6,11.6,29,93.9,94.9,47.4,7.5,18.6,0,53.6,16.5,58.9
11/27/2019,HOU22,HOU,22,18.4,1.9,32.9,0,53.6,80.3,44.3,76.3,8.4,21.3,43.6,113.3,96.9,41.6,10.6,33,0,58.1,14.5,57.1
11/27/2019,CHA2,CHA,2,26.1,6.6,30,0.9,46.2,85.2,42.9,82.3,9.4,17.4,4.7,98.7,86.4,39.7,2.8,22.6,0,50.9,2.8,53.4
11/27/2019,BKN8,BKN,8,31,5.6,26.1,1.9,53.8,87.1,43,45.9,10.6,21.3,-53.2,106.5,95.3,36.8,4.7,36.3,0,54,14.5,54.1
11/27/2019,LAL27,LAL,27,24.2,5.6,29,0.9,54.7,82.3,50.1,69.7,6.6,23.2,19.4,110.4,96.9,35.8,8.4,32.2,0,57.5,14.5,57.1
11/27/2019,SA24,SA,24,24.2,7.5,36.8,0.9,43.9,93.9,40.9,79.8,7.5,17.4,-58.1,97.8,96.7,44.5,3.7,16.6,0,46.8,5.6,51.2
11/27/2019,IND13,IND,13,22.3,3.7,30,0.9,54.4,92.9,50.4,78.6,10.6,18.4,92,117.1,95.8,40.7,7.5,35.2,0,56.8,11.6,55
11/27/2019,ORL5,ORL,5,22.3,5.6,27.1,0,53,90,46.9,79.8,5.6,21.3,58.1,112.3,98.9,32.9,12.6,35.2,0,55.9,10.6,53.2
11/27/2019,MEM21,MEM,21,25.2,2.8,33.9,1.9,50.5,89.1,45.2,81.9,12.6,21.3,-9.7,115.2,102.5,46.5,8.4,38,0,55.7,19.4,48.4
11/27/2019,MIL15,MIL,15,24.2,10.6,35.8,0.9,51.7,85.2,46.2,61,9.4,22.3,43.6,107.4,99.3,45.5,5.6,28.5,0,53.7,13.6,57.4
11/27/2019,MIN16,MIN,16,27.1,5.6,44.5,0.9,52.4,82.3,42.1,75.3,6.6,18.4,58.1,109.4,96.7,51.3,3.7,43.6,0,56.3,10.6,40.8
11/27/2019,POR19,POR,19,22.3,0.9,42.6,0.9,57.7,91,50.4,96.8,9.4,31,82.3,131.6,97.6,52.3,2.8,45.2,0,63,8.4,52.9
11/27/2019,PHO29,PHO,29,28.1,5.6,27.1,1.9,58.3,90,49.9,84.7,11.6,20.3,-38.7,127.8,101.5,38.7,6.6,38.2,0,61.8,14.5,58.1
11/27/2019,TOR10,TOR,10,25.2,3.7,33.9,1.9,57.7,91,47.3,74.1,16.5,17.4,135.5,122,93,50.3,5.6,49.6,0,60.1,11.6,45.7
11/27/2019,LAC28,LAC,28,29,5.6,29,1.9,52,92,44.8,73.6,12.6,23.2,9.4,117.1,102.5,41.6,10.6,33,0,55.3,14.5,53.8
11/27/2019,GS26,GS,26,30,8.4,39.7,1.9,50.2,78.4,44.2,70.8,12.6,16.5,67.8,100.7,94.2,52.3,11.6,36.7,0,54.4,19.4,48.4
11/27/2019,BOS9,BOS,9,22.3,4.7,34.8,0.9,49.9,93.9,42.9,88.8,18.4,16.5,53.2,117.1,95.3,53.2,9.4,37,0,54.5,13.6,46.1
11/27/2019,WAS1,WAS,1,31,4.7,29,0,65.2,86.2,55.5,92,3.7,19.4,38.7,135.5,101.5,32.9,8.4,52.6,0,69.1,13.6,57.4
11/29/2019,NY6,NY,6,1.4,0.4,2.8,0.1,15.5,24.8,13.9,18.3,0.9,10.5,-9.5,30.2,30.3,11.8,0.5,12.7,0,16.3,1.4,14.2
11/29/2019,GS26,GS,26,1.9,0.3,2.6,0,14.5,24.5,12.4,27.8,0.5,2.3,-27,33.4,31,3.1,0.4,11.4,0,17.7,0.9,13
11/29/2019,ATL3,ATL,3,1.4,0.3,12.1,0.1,15.6,28.6,13.8,30,1,2.7,-1.6,33.1,34.3,15.3,1,2.8,0,16.9,2.4,16.4
