Day,Team + ID,Team,TeamID,Assists,BlockedShots,DefensiveRebounds,DoubleDoubles,EffectiveFieldGoalsPercentage,FieldGoalsAttempted,FieldGoalsPercentage,FreeThrowsPercentage,OffensiveRebounds,PersonalFouls,PlusMinus,Points,Possessions,Rebounds,Steals,ThreePointersPercentage,TripleDoubles,TrueShootingPercentage,Turnovers,TwoPointersPerctenage
12/9/2019,DET14,DET,14,17.5,4.1,41.9,1.4,57.5,98.9,49.4,94.9,11.6,23.3,11.6,122.2,117.1,53.5,8.1,36.5,0,63,21,58.2
12/9/2019,MIN16,MIN,16,16.3,9.5,39.6,1.4,58.9,98.9,54.8,92.3,12.8,26.8,-93.1,126.9,115.2,52.4,8.1,31.8,0,64.7,18.6,62.9
12/9/2019,NO23,NO,23,27.9,1.4,40.7,0,56.3,105.9,51.2,79.4,11.6,25.6,-11.6,119.9,117.1,52.4,8.1,24.6,0,59.6,14,70.3
12/9/2019,IND13,IND,13,18.6,4.1,47.7,1.4,46.8,112.9,40.9,87.3,16.3,24.4,-64,115.2,122.4,64,9.5,33.3,0,52.6,15.1,45
12/9/2019,CHI11,CHI,11,34.9,5.4,41.9,2.7,53.7,103.6,45.7,83.1,10.5,23.3,-5.8,107.1,114.4,52.4,8.1,30.4,0,56.3,16.3,62.3
12/9/2019,TOR10,TOR,10,22.1,10.5,46.6,1.4,49.1,104.8,44,80.5,16.3,14,6.8,108.3,114.4,62.9,10.8,28.1,0,53.3,17.5,51.6
12/9/2019,BOS9,BOS,9,25.6,10.5,39.6,1.4,77.6,90.8,67.2,72.8,6.8,22.1,128,128,110.5,45.4,10.8,64.7,0,78.6,21,68.4
12/9/2019,GS26,GS,26,26.8,8.1,41.9,0,50.1,108.3,43.8,97.8,11.6,24.4,-46.6,118.7,123.1,53.5,11.6,47.4,0,57,17.5,42.4
12/9/2019,OKC18,OKC,18,24.4,9.5,51.2,1.4,60.3,98.9,54.8,98,2.7,23.3,81.5,121.1,116.6,53.5,10.5,33.3,0,64.7,11.6,65.3
12/9/2019,ORL5,ORL,5,27.9,11.6,40.7,1.4,50.6,107.1,44.2,94.1,10.5,21,-52.4,117.6,118.9,51.2,10.8,37.6,0,56.8,14,47.7
12/9/2019,HOU22,HOU,22,29.1,8.1,46.6,4.1,69.3,97.8,56.8,96.1,12.8,23.3,-5.8,137.4,113.8,59.4,5.4,39.6,0,73.1,22.1,82.2
12/9/2019,LAC28,LAC,28,22.1,9.5,52.4,1.4,54,112.9,48,86.3,14,18.6,64,128,122.4,66.3,9.5,36.3,0,58.8,12.8,53.8
12/9/2019,MEM21,MEM,21,33.8,8.1,47.7,1.4,68.1,95.4,58.2,89,1.4,23.3,46.6,128,123.1,48.9,15.1,43.6,0,71.6,21,72.1
12/9/2019,MIL15,MIL,15,34.9,5.4,51.2,1.4,64.5,107.1,54.4,62,11.6,22.1,52.4,128,118.9,62.9,9.5,45.4,0,65,16.3,61.6
12/9/2019,SAC30,SAC,30,27.9,6.8,32.6,0,66.1,102.4,53,100.6,10.5,19.8,6.8,138.5,113.8,43.1,16.3,51.7,0,71,10.5,54.1
12/9/2019,PHO29,PHO,29,36.1,6.8,34.9,1.4,67.4,110.6,57.6,91.8,14,26.8,93.1,145.5,115.2,48.9,6.8,46.6,0,70.3,10.5,65.6
12/10/2019,NY6,NY,6,11.8,1.6,26.6,0.5,29.3,67.2,26,45.4,6,13.3,-103.5,64.3,73.6,34.7,2.7,13.6,0,31.3,6,34.9
12/10/2019,PHI7,PHI,7,17.7,1.6,27.3,0.5,35.7,65.8,30.7,50.8,6.6,11.1,18.5,71.7,71,36.2,4.9,24.6,0,37.3,11.1,34.9
12/10/2019,CHA2,CHA,2,16.3,2.2,27.3,1.1,40,62.8,33,58.1,6,19.2,25.9,84.2,70.9,35.5,2.2,28.8,0,43.2,7.1,37
12/10/2019,DEN20,DEN,20,21.4,4.9,24.4,0.5,34.8,62.8,32.1,67.8,2.7,10.3,-18.5,68,71,28.1,6.6,19.1,0,37.5,7.1,38.2
12/10/2019,ATL3,ATL,3,22.2,3.3,24.4,0,42.8,70.2,35,45.2,2.2,17,-51.7,89.4,81.6,27.3,2.2,27.3,0,43.4,6,45.1
12/10/2019,WAS1,WAS,1,20,3.8,23.6,0.5,36.1,66.5,31.2,59.1,7.1,17.7,-25.9,79.1,70.9,33.3,3.8,23.2,0,39.2,5.5,36.3
12/10/2019,POR19,POR,19,14.8,3.8,34.7,0.5,39.4,66.5,32,61.6,6,15.5,103.5,85,73.6,42.9,3.3,30.7,0,42.3,6.6,33.2
12/10/2019,MIA4,MIA,4,25.9,1.6,32.5,1.1,43.1,76.1,38.1,50.4,4.9,12.6,51.7,99.8,81.6,39.2,2.7,25.2,1.1,44.3,6,46.5
12/11/2019,SAC30,SAC,30,18.1,6.8,52.9,0,75.6,133,66.9,90.7,13.7,31.7,11.4,142,145.6,62,12.1,48.8,0,76.8,22.7,76.9
12/11/2019,ORL5,ORL,5,30.2,11.4,49.9,2.3,70.9,122.4,63.5,97.8,12.1,25.7,-68,131.5,140.7,62,15.1,46.5,0,74.3,21.2,71.5
12/11/2019,ATL3,ATL,3,39.3,11.4,46.8,2.3,76.5,125.4,63.8,110.5,15.1,30.2,-256.9,154.1,159.9,62,10.6,51.7,0,81.6,34.8,73.9
12/11/2019,OKC18,OKC,18,36.3,12.1,54.4,2.3,76.5,119.4,65,100.8,10.6,24.2,-7.6,140.5,145.6,65,12.1,59.5,0,80.7,22.7,69.1
12/11/2019,TOR10,TOR,10,31.7,12.1,48.4,0,60.1,133,53.2,133,22.7,36.3,-151.1,139,150.7,71,15.1,33.5,0,70.3,27.2,66.8
12/11/2019,LAL27,LAL,27,30.2,9.1,55.9,4.6,74.6,131.5,64.2,79.5,18.1,25.7,68,145.1,140.7,74,15.1,58.5,2.3,76,19.6,67.4
12/11/2019,BKN8,BKN,8,30.2,6.8,52.9,2.3,73.9,133,65.3,100.8,25.7,31.7,-37.8,163.2,141.1,78.6,11.4,39.7,0,79.6,18.1,84.6
12/11/2019,HOU22,HOU,22,27.2,13.7,37.8,2.3,90.4,131.5,74.6,151.1,16.6,21.2,45.3,175.3,141,54.4,15.1,61.2,0,94.7,19.6,87.3
12/11/2019,CLE12,CLE,12,43.8,9.1,40.8,2.3,88.2,134.5,78.1,94.4,13.6,22.7,-45.3,166.2,141,54.4,12.1,61.3,0,89.9,22.7,87.5
12/11/2019,MIN16,MIN,16,27.2,6.8,40.8,2.3,79.6,137.5,66.5,122.1,22.7,28.7,-83.1,175.3,144.6,63.5,13.6,55.3,0,85.5,16.6,75.6
12/11/2019,CHA2,CHA,2,30.2,13.7,48.4,0,75.6,133,61.8,122.7,22.7,34.8,37.8,170.7,141.1,71,4.6,64.8,0,83.7,12.1,59.8
12/11/2019,NO23,NO,23,43.8,11.4,52.9,2.3,80.7,133,66.9,123.6,10.6,25.7,-113.3,169.2,162,63.5,12.1,53.8,0,86.7,31.7,80.8
12/11/2019,BOS9,BOS,9,37.8,9.1,54.4,0,86.9,131.5,74.6,116.8,12.1,40.8,-37.8,176.8,154.7,66.5,13.7,58.8,0,91.6,22.7,86
12/11/2019,PHO29,PHO,29,43.8,9.1,54.4,4.6,68.3,140.5,60.1,125.9,12.1,30.2,-52.9,163.2,163.2,66.5,13.7,40,0,76.9,18.1,71.8
12/11/2019,MEM21,MEM,21,34.8,9.1,72.5,0,81.6,131.5,73,122.1,10.6,42.3,52.9,173.8,163.2,83.1,12.1,63,0,88.2,27.2,76.8
12/11/2019,UTA17,UTA,17,34.8,10.6,51.4,2.3,100.2,125.4,85.5,116.8,16.6,33.2,83.1,191.9,144.6,68,9.1,69.1,0,103.7,22.7,97.6
12/11/2019,LAC28,LAC,28,43.8,11.4,57.4,0,77.4,129.9,66.8,134.3,18.1,31.7,151.1,169.2,150.7,75.6,12.1,45.3,0,86.3,27.2,85.4
12/11/2019,IND13,IND,13,40.8,9.1,46.8,2.3,81.7,128.4,72.8,125.9,11.4,27.2,37.8,184.3,154.7,54.4,16.6,60.4,0,91.3,15.1,78.1
12/11/2019,MIL15,MIL,15,40.8,4.6,57.4,0,97.5,140.5,81.3,134.3,11.4,25.7,113.3,191.9,162,65,19.6,73.6,0,99,21.2,86.7
12/11/2019,NY6,NY,6,37.8,10.6,69.5,6.8,82.2,136,72.2,115.6,18.1,36.3,15.1,187.4,164,87.6,11.4,62.6,0,89.1,27.2,76.8
12/11/2019,GS26,GS,26,40.8,13.7,48.4,4.6,72.7,157.1,65.4,110.8,21.2,37.8,-15.1,184.3,164,69.5,15.1,40.8,2.3,78.7,12.1,78.9
12/11/2019,CHI11,CHI,11,48.4,10.6,52.9,2.3,96.4,142,86.7,135.2,10.6,37.8,256.9,205.5,159.9,63.5,22.7,69.2,0,100.2,19.6,92.8
12/12/2019,POR19,POR,19,20.2,5.9,25.6,1.7,49,78.8,43.7,66.6,5.9,14.7,-68.7,90.7,81.7,32.1,3.4,27.5,0,49.8,6.7,52.3
12/12/2019,DET14,DET,14,21.1,1.7,26.6,0.8,49.4,81.5,41.1,63.8,4.2,14.7,-50.4,101.7,89.3,31.1,6.7,32.7,0,51.4,5.9,48.7
12/12/2019,BOS9,BOS,9,22,5.9,22,0,48.3,83.4,42.3,75.5,7.6,22.9,-27.5,99.8,84.6,30.2,3.4,32.5,0,50.7,5,47.4
12/12/2019,SA24,SA,24,17.4,5.9,31.1,0.8,46.9,78.8,44.7,73.3,1.7,19.2,-36.6,99.8,98.1,33,10.1,28.6,0,51.5,11,48.5
12/12/2019,CLE12,CLE,12,20.2,2.5,35.7,0.8,49.6,87.9,42,64.1,10.1,20.2,36.6,107.2,98.1,45.8,5,30.5,0,51,16.5,52.1
12/12/2019,DEN20,DEN,20,22.9,1.7,30.2,1.7,53.1,80.6,43.7,57.9,13.7,11.9,68.7,104.4,81.7,44,5,45.8,0,54.1,8.4,42.3
12/12/2019,PHI7,PHI,7,24.7,6.7,33.9,0.8,53.6,75.1,45.8,75.7,6.7,17.4,27.5,105.3,84.6,41.2,3.4,45.8,0,57.2,10.1,45.8
12/12/2019,DAL25,DAL,25,22.9,4.2,37.6,0.8,55.1,80.6,46.8,63.8,10.1,19.2,50.4,111.8,89.3,47.6,3.4,33.3,0.8,57,10.1,60.4
12/13/2019,SAC30,SAC,30,32.1,8.5,55.7,2.8,97.5,140,79.3,126.5,13.5,30.4,-16.9,170.4,152.6,69.2,0,73.6,0,98.5,21.9,84.4
12/13/2019,CHI11,CHI,11,33.7,11.8,57.4,0,56.2,151.8,50.6,144.6,18.6,33.7,-84.4,123.2,160.1,75.9,18.6,34.8,0,64.1,20.2,60.2
12/13/2019,CHA2,CHA,2,35.4,14.2,82.7,5.7,70.5,133.3,64.1,136.6,18.6,27,84.4,140,160.1,101.2,15.2,32.7,0,79.6,33.7,84.4
12/13/2019,MIN16,MIN,16,28.7,8.5,54,2.8,85.4,143.4,75.4,141.4,11.8,43.9,-59,197.4,181.2,65.8,15.2,41.2,0,97.2,30.4,107.3
12/13/2019,LAC28,LAC,28,27,5.7,62.4,2.8,94,133.3,83.3,151.3,13.5,50.6,59,209.2,181.2,75.9,14.2,74.2,0,109,32.1,87.6
12/13/2019,MIA4,MIA,4,40.5,5.7,48.9,2.8,87.4,143.4,77.4,132.6,14.2,35.4,-25.3,185.6,167.1,57.4,13.5,51.1,0,95.1,13.5,94.1
12/13/2019,ORL5,ORL,5,40.5,10.1,40.5,0,88.9,153.5,74.2,126.5,21.9,25.3,-194,180.5,151.5,62.4,8.5,68.3,0,92.1,10.1,78.1
12/13/2019,ATL3,ATL,3,40.5,11.4,64.1,2.8,75.4,158.6,70,117.4,20.2,33.7,-84.4,168.7,177.1,84.4,10.1,36.1,0,81.1,25.3,84.4
12/13/2019,UTA17,UTA,17,37.1,8.5,60.7,2.8,96.2,133.3,79,130.6,11.8,33.7,67.5,192.3,163.3,72.5,14.2,71,0,103.9,21.9,86.4
12/13/2019,NO23,NO,23,40.5,5.7,55.7,2.8,80.5,148.5,72.9,115.7,20.2,48.9,-59,183.9,166.7,75.9,14.2,63.3,0,88.9,15.2,76.4
12/13/2019,IND13,IND,13,47.2,0,67.5,5.7,91.6,155.2,84.4,123.7,10.1,35.4,84.4,185.6,177.1,77.6,11.8,53.6,0,94.1,23.6,94
12/13/2019,NY6,NY,6,40.5,8.5,57.4,0,85.2,160.3,78.1,101.2,23.6,30.4,16.9,173.8,152.6,81,11.8,50.6,0,87.4,13.5,90.8
12/13/2019,GS26,GS,26,32.1,11.8,57.4,2.8,85.2,153.5,76.1,115.1,23.6,43.9,-67.5,178.8,163.3,81,15.2,52.3,0,88.9,20.2,87
12/13/2019,LAL27,LAL,27,43.9,15.2,60.7,5.7,95,146.8,83.3,110,23.6,38.8,25.3,190.6,167.1,84.4,14.2,54.7,0,98.2,32.1,104.6
12/13/2019,MIL15,MIL,15,37.1,8.5,77.6,5.7,97,146.8,85.4,143.1,15.2,35.4,109.7,214.2,181.7,92.8,11.4,61.9,0,105.6,28.7,97.7
12/13/2019,MEM21,MEM,21,45.5,14.2,57.4,2.8,82.7,165.3,65.5,132.1,18.6,43.9,-109.7,192.3,181.7,75.9,15.2,68.8,0,89.1,21.9,61.9
12/13/2019,HOU22,HOU,22,35.4,11.8,59,5.7,115.7,145.1,94.1,155.7,11.8,33.7,194,219.3,151.5,70.9,14.2,95.1,0,119.8,15.2,93.3
12/13/2019,PHI7,PHI,7,40.5,13.5,64.1,5.7,89.2,146.8,83.3,114,15.2,40.5,59,195.7,166.7,79.3,11.8,59,0,96,15.2,90.6
12/14/2019,OKC18,OKC,18,1.6,0.2,2.1,0.1,13.5,21.5,12.5,23.1,0.5,1.6,-10.6,27.1,26,2.6,0.5,1.8,0,14.9,1.1,14.7
12/14/2019,LAC28,LAC,28,1.4,0.3,2.3,0,13.3,21.3,11.7,19.2,0.6,1.2,-4,28.2,26.2,10.6,0.6,12.1,0,14.7,1.1,11.5
12/14/2019,WAS1,WAS,1,1.6,0.3,1.6,0.1,13.5,22.6,11.3,20.8,0.8,1.6,-22.6,29.5,27.9,2.4,0.8,2.6,0,14.9,1.3,12.4
12/14/2019,CLE12,CLE,12,1.9,0.2,2.3,0.1,14.2,23.9,12.1,19.5,0.8,1.3,-22.6,28.7,26.5,12,0.7,11.4,0,14.9,1.3,12.6
12/14/2019,BKN8,BKN,8,1.7,0.5,12.2,0.1,11.9,26.9,10.3,18.8,0.9,1.4,-10.6,27.1,29.2,15.7,0.3,1.8,0,12.5,1.4,13.1
12/14/2019,DEN20,DEN,20,2.1,0.2,2.4,0.1,14.4,22.6,13.5,19.7,0.7,1.6,10.6,29.3,26,11.7,0.4,1.8,0.1,15.4,1.1,16.5
12/14/2019,HOU22,HOU,22,1.3,0.6,2.5,0.1,12.5,27.1,10.7,17.7,0.8,1.3,-10.6,28.5,27.9,12.2,0.6,2,0,12.9,0.8,13.1
12/14/2019,DAL25,DAL,25,2.1,0.2,10.6,0.1,14.2,26.9,11.9,17.2,0.6,1.9,-5.3,31.4,28.7,12.8,0.3,10.3,0,14.5,0.8,13.1
12/14/2019,CHI11,CHI,11,1.5,0.6,10.1,0.1,14.7,22.6,12.5,22.2,0.8,1.8,1.1,29,26.2,13.3,0.8,12,0,15.6,1.2,12.8
12/14/2019,DET14,DET,14,1.9,0.4,11.7,0.2,13.6,24.5,11.9,22.3,0.8,1.1,10.6,30.6,27.9,14.6,0.4,2.3,0,14.8,1,14
12/14/2019,TOR10,TOR,10,1.5,0.7,10.9,0.2,12.2,26.1,10.3,21.3,0.7,1.6,10.6,29.3,29.2,13.6,0.7,2.5,0,13.4,0.8,11
12/14/2019,MIA4,MIA,4,1.9,0.2,11.7,0.1,13.7,24.2,11.4,21.9,0.4,1.3,1.4,32.5,28.7,13,0.6,10.6,0.1,15.3,0.6,12
12/14/2019,MIL15,MIL,15,1.8,0.4,2.3,0,16.6,22.6,14.4,19.4,0.6,1.2,22.6,33.2,26.5,10.9,0.8,10.1,0,17.2,0.8,17.7
12/14/2019,PHO29,PHO,29,2.1,0.4,14.1,0.1,12.9,27.4,11.6,19.4,0.4,1.7,-2.7,31.7,31.5,15.7,0.4,1.8,0,13.8,0.7,14.8
12/14/2019,MEM21,MEM,21,2.3,0.5,2.6,0,17.1,22.3,15.2,23.3,0.6,1.7,22.6,34,27.9,12.2,0.8,10.8,0,18,1.6,17.3
12/14/2019,SA24,SA,24,1.6,0.6,13.8,0.1,12,28.2,11,19.6,0.7,1.6,0.7,32.2,31.5,16.5,0.4,1.9,0,13.3,0.8,12.6
12/15/2019,GS26,GS,26,24.9,1.1,18.7,0,45,78.9,41,74.9,7.5,17.6,-109,82,96.6,26,14.5,24.9,0,48.8,20.8,48.9
12/15/2019,ATL3,ATL,3,18.7,5.4,35.3,0,44.6,89.3,37.4,91.3,8.6,28,-26,99.6,109.4,43.6,8.6,29.7,0,51.4,19.7,44.8
12/15/2019,SAC30,SAC,30,28,3.2,35.3,0,70.9,65.4,62.6,90.8,4.3,20.8,109,103.8,96.6,39.4,9.7,47.2,0,74.1,28,70.9
12/15/2019,CHA2,CHA,2,18.7,5.4,40.5,2.2,34.3,94.5,32,71.2,17.6,21.8,-114.2,88.2,99.7,58.1,4.3,16.2,0,41.4,10.4,40.5
12/15/2019,PHI7,PHI,7,19.7,13.5,32.2,0,48.3,89.3,44.6,61,7.5,20.8,-103.8,92.4,105.2,39.4,9.7,19.9,0,49.4,16.6,55.3
12/15/2019,NY6,NY,6,20.8,2.2,34.3,1.1,53,97.6,48.6,93.4,14.5,19.7,-31.1,109,95.9,48.8,9.7,26,0,55.3,11.4,60.3
12/15/2019,BKN8,BKN,8,22.8,1.1,40.5,1.1,53,97.6,47.4,80.8,12.5,23.9,103.8,113.1,105.2,52.9,9.7,38.9,0,55.4,16.6,50.4
12/15/2019,DEN20,DEN,20,28,6.5,32.2,1.1,54.1,97.6,48.6,71,17.6,9.7,31.1,115.2,95.9,49.8,5.4,37.1,0,56.2,9.7,53.5
12/15/2019,LAL27,LAL,27,21.8,9.7,44.6,2.2,46.9,87.2,44.5,75.5,13.5,24.9,26,104.8,109.4,58.1,14.5,16.7,0,53.2,22.8,60.7
12/15/2019,NO23,NO,23,35.3,7.5,30.1,0,66,91.3,55.4,51.9,11.4,21.8,-57.1,123.5,102.1,41.5,6.5,45.9,0,66,17.6,64.6
12/15/2019,IND13,IND,13,31.1,9.7,44.6,2.2,53,91.3,47.2,88.2,8.6,26,114.2,111.1,99.7,52.9,6.5,29.7,0,57.3,9.7,58.8
12/15/2019,ORL5,ORL,5,33.2,2.2,32.2,1.1,63,92.4,53.7,83.9,8.6,15.6,57.1,134.9,102.1,40.5,8.6,51.9,0,67.2,9.7,54.7
12/16/2019,OKC18,OKC,18,4.1,1.2,14.6,0.2,27.6,30.6,22.5,36.4,1.8,2.9,2.9,48.3,43.4,18.6,1.6,20.9,0,29.6,11.5,24.1
12/16/2019,MIA4,MIA,4,4.3,1.4,12.4,0.2,23,35.9,20.2,37.2,1.4,11.5,-15.5,49.2,43,15.5,1.8,20.3,0,26,2.7,20.2
12/16/2019,SA24,SA,24,10.2,0.8,19.9,0.4,21.9,40.3,19,37.7,1.6,4.3,-4.4,47.4,47.5,23.5,1,16.1,0,23.7,3.5,20.6
12/16/2019,POR19,POR,19,4.1,1.8,14.2,0.2,24.8,37.2,21.1,37.7,1.8,12,1,49.2,45.6,18.2,1.8,18.3,0,26.4,3.9,23
12/16/2019,CLE12,CLE,12,13.3,0.2,13.3,0,24.6,39.9,21.7,33.9,1.8,2.9,-44.3,50.1,42.7,17.3,1.2,15.2,0,25.6,2,25.8
12/16/2019,DET14,DET,14,12.8,0.8,10.6,0,24.7,38.1,21.1,31.3,2.4,3.7,-31,52.7,44.3,15.9,1.2,14.8,0,26.1,2.7,26.4
12/16/2019,CHI11,CHI,11,12,1.2,11.5,0,24.5,38.5,21.9,37.5,1,4.1,-6.6,47,43.4,13.7,3.3,12.8,0,25.4,2.6,26.9
12/16/2019,MEM21,MEM,21,12.4,1.2,12.8,0.4,24.7,38.1,21.6,31,3.1,3.9,15.5,52.3,43,19.9,0.8,16,0,26.4,2.9,25.7
12/16/2019,PHO29,PHO,29,13.7,1,14.6,0.2,23.1,39.9,20.2,37.3,2.2,4.1,-2.2,48.7,45.6,19.5,2.2,15.6,0.2,24.7,3.9,22.9
12/16/2019,HOU22,HOU,22,3.9,1.2,19.5,0.4,20.8,43.4,18.1,29.5,2.7,3.7,2,48.3,47.5,25.7,1.8,11.3,0,21.9,2.4,23.3
12/16/2019,WAS1,WAS,1,13.7,1,12.4,0.2,29.2,39,24.7,35.9,1.4,12,31,58.9,44.3,15.5,1.2,23.4,0,30.4,2.9,25.4
12/16/2019,DAL25,DAL,25,12,1.2,19.5,0.4,24.7,39,20.6,36.1,1.6,10.2,3.9,53.2,46.5,23,1,17.3,0,26.6,2.7,23.6
12/16/2019,MIL15,MIL,15,12.8,0.8,16.4,0.2,21.1,46.5,18.6,31.4,2.9,10.2,-8.9,51.4,46.5,23,1.6,11.9,0,22.2,1.6,22.9
12/16/2019,TOR10,TOR,10,13.7,0.4,15.5,0.2,29.9,39.4,25.9,33.9,1.2,3.7,44.3,58.9,42.7,18.2,1.4,22.2,0,30.5,1.4,28
12/17/2019,SAC30,SAC,30,27.9,7.4,27.9,0,60.1,110.5,50.7,112.1,12.1,26.7,-48.6,123.8,111.5,40.1,12.1,43.6,0,64.1,12.1,56.1
12/17/2019,ORL5,ORL,5,25.5,7.4,44.9,1.5,60.1,112.9,54.9,89,5.9,21.9,-42.5,123.8,119.7,49.8,8.8,24.3,0,62.3,4.4,73.2
12/17/2019,ATL3,ATL,3,24.3,4.4,32.8,0,63.7,120.2,55.2,91,10.9,25.5,-139.6,145.7,127.8,43.7,10.3,42.4,0,67.5,12.1,65.1
12/17/2019,LAL27,LAL,27,34,8.8,34,0,62.6,110.5,57.4,57.2,17,23.1,-18.2,123.8,112,51,7.4,31.3,0,62.9,15.8,70.8
12/17/2019,IND13,IND,13,26.7,8.8,36.4,1.5,65.7,103.2,58.5,78.9,15.8,25.5,18.2,127.5,112,52.2,10.9,48.6,0,67.9,14.6,62.8
12/17/2019,PHO29,PHO,29,36.4,4.4,41.3,1.5,54.8,123.8,48.8,85,19.4,27.9,-127.5,120.2,128.3,60.7,13.4,34.7,0,56.5,23.1,56.2
12/17/2019,NO23,NO,23,24.3,10.9,51,1.5,47.7,129.9,42,81,19.4,23.1,-42.5,122.6,129.5,70.4,4.4,33.4,0,52.2,11.8,47.1
12/17/2019,UTA17,UTA,17,32.8,4.4,58.3,2.9,67.5,109.3,56.7,75.9,12.1,19.4,42.5,132.3,119.7,70.4,4.4,50.6,0,68.2,17,60.7
12/17/2019,CHA2,CHA,2,31.6,11.8,42.5,2.9,69,98.3,58.4,85.5,19.4,21.9,48.6,133.5,111.5,61.9,7.4,52.6,0,71.7,19.4,61.9
12/17/2019,BKN8,BKN,8,30.4,12.1,58.3,1.5,58.2,116.5,50.6,89.7,8.8,26.7,42.5,131.1,129.5,65.6,4.4,34.2,0,61.8,13.4,61.8
12/17/2019,LAC28,LAC,28,27.9,5.9,46.1,0,70.9,108,61.4,88.3,8.8,18.2,127.5,145.7,128.3,53.4,17,53.2,0,73.9,18.2,66
12/17/2019,NY6,NY,6,36.4,8.8,51,2.9,76.7,115.3,67.7,94,15.8,25.5,139.6,173.6,127.8,66.8,10.3,56.3,0,80,13.4,72.5
12/18/2019,CLE12,CLE,12,32.3,5,49.1,3.3,76.9,95.7,70,98.9,12.9,27.2,12.9,129.3,118,62.1,11.7,34.8,0,79.3,29.7,89
12/18/2019,BOS9,BOS,9,16.8,6.7,51.7,0,61.7,111.2,52.6,116.4,18.1,27.2,38.8,140.9,122.2,69.8,5,40.9,0,71.2,19.4,61.9
12/18/2019,MIN16,MIN,16,25.9,5,40.1,0,55.9,122.8,49,81.5,15.5,23.3,-51.7,128,129.4,55.6,11.6,33.1,0,59.9,12.9,60
12/18/2019,DET14,DET,14,24.6,10,49.1,1.7,62.5,112.5,57.9,88.2,12.9,22,-84,128,128.4,62.1,11.7,22.1,0,66.3,19.4,82.1
12/18/2019,CHA2,CHA,2,32.3,5,25.9,0,62.6,117.7,52.6,79,19.4,25.9,-12.9,126.7,118,45.3,15.5,45.4,0,64,11.6,57.4
12/18/2019,ORL5,ORL,5,32.3,8.4,34.9,0,62.5,112.5,55,117,10.3,24.6,-58.2,134.5,124.8,45.3,11.6,49,0,70.1,15.5,57.9
12/18/2019,PHI7,PHI,7,31,8.4,33.6,1.7,63.2,116.4,54.6,114.9,19.4,22,-25.9,134.5,119.3,53,11.6,39.8,0,68.7,16.8,65.9
12/18/2019,NO23,NO,23,29.7,6.7,56.9,0,67.6,111.2,57.2,104.7,14.2,24.6,51.7,138.4,129.4,71.1,10,54.8,0,72.8,22,58.6
12/18/2019,MIA4,MIA,4,33.6,6.7,46.5,0,70,109.9,60.9,103.4,14.2,18.1,25.9,139.6,119.3,60.8,10,50,0,74.2,15.5,67.1
12/18/2019,DAL25,DAL,25,29.7,12.9,41.4,3.3,62.5,112.5,50.6,103.4,12.9,25.9,-38.8,133.2,122.2,54.3,11.7,45.1,0,68,11.7,55.9
12/18/2019,OKC18,OKC,18,32.3,10,37.5,1.7,76.9,108.6,70.9,102.7,10,20.7,25.9,162.9,131,45.3,10,37.8,0,82.2,15.5,84
12/18/2019,MEM21,MEM,21,34.9,3.3,41.4,0,71.9,128,65.3,103.4,19.4,32.3,-25.9,157.7,131,60.8,8.4,49.8,0,74.7,16.8,70.9
12/18/2019,DEN20,DEN,20,36.2,5,49.1,3.3,70.9,108.6,61.5,113.8,18.1,22,58.2,146.1,124.8,67.2,10.3,52.6,0,76.9,22,65.8
12/18/2019,WAS1,WAS,1,27.2,11.7,53,0,55.9,122.8,46.3,109.1,18.1,25.9,-6.5,140.9,138.3,71.1,10.3,40.2,0,64.6,18.1,51.7
12/18/2019,TOR10,TOR,10,34.9,10,45.3,3.3,65.3,117.7,55.5,113.1,15.5,25.9,84,144.8,128.4,60.8,11.6,48,1.7,71.4,15.5,60
12/18/2019,GS26,GS,26,31,11.7,42.7,1.7,61.5,133.2,51.5,78.7,22,29.7,-64.6,144.8,131,64.6,11.7,54.4,0,64.1,10.3,49.8
12/18/2019,CHI11,CHI,11,32.3,10,54.3,0,58.7,125.4,52,113.1,14.2,31,8.4,142.2,138.3,68.5,12.9,38.4,0,66.2,19.4,60.4
12/18/2019,POR19,POR,19,24.6,10.3,55.6,3.3,64,125.4,58.7,115.5,18.1,28.4,64.6,157.7,131,73.7,10,37.5,0,72,12.9,68.5
12/19/2019,LAL27,LAL,27,13.6,1.9,17.5,0.6,30.4,45.2,26.1,44.2,2.2,13.6,-19.8,58.8,54.4,21.5,1.3,19.4,0.3,32.7,10.2,31.4
12/19/2019,BKN8,BKN,8,5.1,1,23.2,0.3,25.9,46.9,23.8,52.7,1.9,11.9,-36.7,59.3,58.7,26.6,2.9,11,0,30.9,10.2,33.7
12/19/2019,ATL3,ATL,3,13.6,0.3,19.2,0,27.6,50.8,24.5,50.6,1.9,15.3,-14.1,59.9,59.2,22.6,2.6,21.4,0,30.4,5.1,25.9
12/19/2019,UTA17,UTA,17,10.2,1.9,22.6,0.3,28.6,46.9,26.6,40.2,4.1,5.4,14.1,62.7,59.2,29.9,2.6,14.1,0,31.5,10.2,31.6
12/19/2019,LAC28,LAC,28,13,2.2,17.5,0,33.5,48.6,28.2,44.6,2.2,13.6,-14.1,66.1,58.7,21.5,3.2,24.4,0,35,10.2,31.1
12/19/2019,HOU22,HOU,22,13,1.3,18.6,1,32.8,48.6,28.2,42.9,3.2,11.3,14.1,68.9,58.7,24.3,2.9,21.4,0,34.8,10.2,33.4
